Year,State,Cases,Disease,Population,Population Density
2018,Tennessee,192,HepatitisB,6346105.0,153.9
2019,Tennessee,208,HepatitisB,6346105.0,153.9
2020,Tennessee,156,HepatitisB,6910840.0,167.6
2021,Tennessee,114,HepatitisB,6910840.0,167.6
2022,Tennessee,87,HepatitisB,6910840.0,167.6
2023,Tennessee,93,HepatitisB,6910840.0,167.6
2000,Texas,1059,HepatitisB,20851820.0,79.8
2001,Texas,714,HepatitisB,20851820.0,79.8
2002,Texas,1110,HepatitisB,20851820.0,79.8
2003,Texas,965,HepatitisB,20851820.0,79.8
2004,Texas,687,HepatitisB,20851820.0,79.8
2005,Texas,742,HepatitisB,20851820.0,79.8
2006,Texas,833,HepatitisB,20851820.0,79.8
2007,Texas,741,HepatitisB,20851820.0,79.8
2008,Texas,562,HepatitisB,20851820.0,79.8
2009,Texas,420,HepatitisB,20851820.0,79.8
2010,Texas,394,HepatitisB,25145561.0,96.3
2011,Texas,204,HepatitisB,25145561.0,96.3
2012,Texas,170,HepatitisB,25145561.0,96.3
2013,Texas,142,HepatitisB,25145561.0,96.3
2014,Texas,122,HepatitisB,25145561.0,96.3
2015,Texas,159,HepatitisB,25145561.0,96.3
2016,Texas,156,HepatitisB,25145561.0,96.3
2017,Texas,106,HepatitisB,25145561.0,96.3
2018,Texas,102,HepatitisB,25145561.0,96.3
2019,Texas,69,HepatitisB,25145561.0,96.3
2020,Texas,50,HepatitisB,29145505.0,111.6
2021,Texas,58,HepatitisB,29145505.0,111.6
2022,Texas,55,HepatitisB,29145505.0,111.6
2023,Texas,103,HepatitisB,29145505.0,111.6
2000,Utah,37,HepatitisB,2233169.0,27.2
2001,Utah,25,HepatitisB,2233169.0,27.2
2002,Utah,53,HepatitisB,2233169.0,27.2
2003,Utah,52,HepatitisB,2233169.0,27.2
2004,Utah,51,HepatitisB,2233169.0,27.2
2005,Utah,40,HepatitisB,2233169.0,27.2
2006,Utah,26,HepatitisB,2233169.0,27.2
2007,Utah,15,HepatitisB,2233169.0,27.2
2008,Utah,14,HepatitisB,2233169.0,27.2
2009,Utah,5,HepatitisB,2233169.0,27.2
2010,Utah,8,HepatitisB,2763885.0,33.6
2011,Utah,10,HepatitisB,2763885.0,33.6
2012,Utah,13,HepatitisB,2763885.0,33.6
2013,Utah,5,HepatitisB,2763885.0,33.6
2014,Utah,11,HepatitisB,2763885.0,33.6
2015,Utah,10,HepatitisB,2763885.0,33.6
2016,Utah,5,HepatitisB,2763885.0,33.6
2017,Utah,18,HepatitisB,2763885.0,33.6
2018,Utah,36,HepatitisB,2763885.0,33.6
2019,Utah,29,HepatitisB,2763885.0,33.6
2020,Utah,11,HepatitisB,3271616.0,39.7
2021,Utah,17,HepatitisB,3271616.0,39.7
2022,Utah,19,HepatitisB,3271616.0,39.7
2023,Utah,15,HepatitisB,3271616.0,39.7
2000,Vermont,6,HepatitisB,608827.0,66.1
2001,Vermont,5,HepatitisB,608827.0,66.1
2002,Vermont,7,HepatitisB,608827.0,66.1
2003,Vermont,4,HepatitisB,608827.0,66.1
2004,Vermont,6,HepatitisB,608827.0,66.1
2005,Vermont,6,HepatitisB,608827.0,66.1
2006,Vermont,4,HepatitisB,608827.0,66.1
2007,Vermont,5,HepatitisB,608827.0,66.1
2008,Vermont,3,HepatitisB,608827.0,66.1
2009,Vermont,0,HepatitisB,608827.0,66.1
2010,Vermont,2,HepatitisB,625741.0,67.9
2011,Vermont,0,HepatitisB,625741.0,67.9
2012,Vermont,2,HepatitisB,625741.0,67.9
2013,Vermont,2,HepatitisB,625741.0,67.9
2014,Vermont,4,HepatitisB,625741.0,67.9
2015,Vermont,3,HepatitisB,625741.0,67.9
2016,Vermont,2,HepatitisB,625741.0,67.9
2017,Vermont,1,HepatitisB,625741.0,67.9
2018,Vermont,3,HepatitisB,625741.0,67.9
2019,Vermont,9,HepatitisB,625741.0,67.9
2020,Vermont,3,HepatitisB,643077.0,69.8
2021,Vermont,3,HepatitisB,643077.0,69.8
2022,Vermont,1,HepatitisB,643077.0,69.8
2023,Vermont,6,HepatitisB,643077.0,69.8
2000,Virginia,174,HepatitisB,7078515.0,179.2
2001,Virginia,213,HepatitisB,7078515.0,179.2
2002,Virginia,224,HepatitisB,7078515.0,179.2
2003,Virginia,227,HepatitisB,7078515.0,179.2
2004,Virginia,306,HepatitisB,7078515.0,179.2
2005,Virginia,146,HepatitisB,7078515.0,179.2
2006,Virginia,78,HepatitisB,7078515.0,179.2
2007,Virginia,144,HepatitisB,7078515.0,179.2
2008,Virginia,130,HepatitisB,7078515.0,179.2
2009,Virginia,110,HepatitisB,7078515.0,179.2
2010,Virginia,97,HepatitisB,8001024.0,202.6
2011,Virginia,84,HepatitisB,8001024.0,202.6
2012,Virginia,84,HepatitisB,8001024.0,202.6
2013,Virginia,72,HepatitisB,8001024.0,202.6
2014,Virginia,61,HepatitisB,8001024.0,202.6
2015,Virginia,69,HepatitisB,8001024.0,202.6
2016,Virginia,56,HepatitisB,8001024.0,202.6
2017,Virginia,61,HepatitisB,8001024.0,202.6
2018,Virginia,58,HepatitisB,8001024.0,202.6
2019,Virginia,57,HepatitisB,8001024.0,202.6
2020,Virginia,41,HepatitisB,8631393.0,218.6
2021,Virginia,38,HepatitisB,8631393.0,218.6
2022,Virginia,42,HepatitisB,8631393.0,218.6
2023,Virginia,30,HepatitisB,8631393.0,218.6
2000,Washington,132,HepatitisB,5894121.0,88.7
2001,Washington,171,HepatitisB,5894121.0,88.7
2002,Washington,83,HepatitisB,5894121.0,88.7
2003,Washington,90,HepatitisB,5894121.0,88.7
2004,Washington,64,HepatitisB,5894121.0,88.7
2005,Washington,65,HepatitisB,5894121.0,88.7
2006,Washington,74,HepatitisB,5894121.0,88.7
2007,Washington,65,HepatitisB,5894121.0,88.7
2008,Washington,56,HepatitisB,5894121.0,88.7
2009,Washington,48,HepatitisB,5894121.0,88.7
2010,Washington,50,HepatitisB,6724540.0,101.2
2011,Washington,35,HepatitisB,6724540.0,101.2
2012,Washington,34,HepatitisB,6724540.0,101.2
2013,Washington,33,HepatitisB,6724540.0,101.2
2014,Washington,44,HepatitisB,6724540.0,101.2
2015,Washington,34,HepatitisB,6724540.0,101.2
2016,Washington,45,HepatitisB,6724540.0,101.2
2017,Washington,45,HepatitisB,6724540.0,101.2
2018,Washington,51,HepatitisB,6724540.0,101.2
2019,Washington,52,HepatitisB,6724540.0,101.2
2020,Washington,38,HepatitisB,7705281.0,115.9
2021,Washington,29,HepatitisB,7705281.0,115.9
2022,Washington,24,HepatitisB,7705281.0,115.9
2023,Washington,27,HepatitisB,7705281.0,115.9
2000,West Virginia,30,HepatitisB,1808344.0,75.2
2001,West Virginia,35,HepatitisB,1808344.0,75.2
2002,West Virginia,25,HepatitisB,1808344.0,75.2
2003,West Virginia,43,HepatitisB,1808344.0,75.2
2004,West Virginia,53,HepatitisB,1808344.0,75.2
2005,West Virginia,69,HepatitisB,1808344.0,75.2
2006,West Virginia,74,HepatitisB,1808344.0,75.2
2007,West Virginia,82,HepatitisB,1808344.0,75.2
2008,West Virginia,83,HepatitisB,1808344.0,75.2
2009,West Virginia,84,HepatitisB,1808344.0,75.2
2010,West Virginia,88,HepatitisB,1852994.0,77.1
2011,West Virginia,113,HepatitisB,1852994.0,77.1
2012,West Virginia,141,HepatitisB,1852994.0,77.1
2013,West Virginia,195,HepatitisB,1852994.0,77.1
2014,West Virginia,186,HepatitisB,1852994.0,77.1
2015,West Virginia,272,HepatitisB,1852994.0,77.1
2016,West Virginia,268,HepatitisB,1852994.0,77.1
2017,West Virginia,212,HepatitisB,1852994.0,77.1
2018,West Virginia,132,HepatitisB,1852994.0,77.1
2019,West Virginia,76,HepatitisB,1852994.0,77.1
2020,West Virginia,57,HepatitisB,1793716.0,74.6
2021,West Virginia,53,HepatitisB,1793716.0,74.6
2022,West Virginia,54,HepatitisB,1793716.0,74.6
2023,West Virginia,35,HepatitisB,1793716.0,74.6
2000,Wisconsin,44,HepatitisB,5363675.0,99.0
2001,Wisconsin,46,HepatitisB,5363675.0,99.0
2002,Wisconsin,49,HepatitisB,5363675.0,99.0
2003,Wisconsin,51,HepatitisB,5363675.0,99.0
2004,Wisconsin,41,HepatitisB,5363675.0,99.0
2005,Wisconsin,47,HepatitisB,5363675.0,99.0
2006,Wisconsin,33,HepatitisB,5363675.0,99.0
2007,Wisconsin,20,HepatitisB,5363675.0,99.0
2008,Wisconsin,18,HepatitisB,5363675.0,99.0
2009,Wisconsin,24,HepatitisB,5363675.0,99.0
2010,Wisconsin,54,HepatitisB,5686986.0,105.0
2011,Wisconsin,17,HepatitisB,5686986.0,105.0
2012,Wisconsin,22,HepatitisB,5686986.0,105.0
2013,Wisconsin,9,HepatitisB,5686986.0,105.0
2014,Wisconsin,11,HepatitisB,5686986.0,105.0
2015,Wisconsin,5,HepatitisB,5686986.0,105.0
2016,Wisconsin,9,HepatitisB,5686986.0,105.0
2017,Wisconsin,14,HepatitisB,5686986.0,105.0
2018,Wisconsin,14,HepatitisB,5686986.0,105.0
2019,Wisconsin,8,HepatitisB,5686986.0,105.0
2020,Wisconsin,13,HepatitisB,5893718.0,108.8
2021,Wisconsin,6,HepatitisB,5893718.0,108.8
2022,Wisconsin,12,HepatitisB,5893718.0,108.8
2023,Wisconsin,7,HepatitisB,5893718.0,108.8
2000,Wyoming,3,HepatitisB,493782.0,5.1
2001,Wyoming,3,HepatitisB,493782.0,5.1
2002,Wyoming,17,HepatitisB,493782.0,5.1
2003,Wyoming,31,HepatitisB,493782.0,5.1
2004,Wyoming,9,HepatitisB,493782.0,5.1
2005,Wyoming,3,HepatitisB,493782.0,5.1
2006,Wyoming,1,HepatitisB,493782.0,5.1
2007,Wyoming,5,HepatitisB,493782.0,5.1
2008,Wyoming,6,HepatitisB,493782.0,5.1
2009,Wyoming,4,HepatitisB,493782.0,5.1
2010,Wyoming,3,HepatitisB,563626.0,5.8
2011,Wyoming,0,HepatitisB,563626.0,5.8
2012,Wyoming,0,HepatitisB,563626.0,5.8
2013,Wyoming,0,HepatitisB,563626.0,5.8
2014,Wyoming,0,HepatitisB,563626.0,5.8
2015,Wyoming,0,HepatitisB,563626.0,5.8
2016,Wyoming,0,HepatitisB,563626.0,5.8
2017,Wyoming,0,HepatitisB,563626.0,5.8
2018,Wyoming,2,HepatitisB,563626.0,5.8
2019,Wyoming,3,HepatitisB,563626.0,5.8
2020,Wyoming,1,HepatitisB,576851.0,5.9
2021,Wyoming,1,HepatitisB,576851.0,5.9
2022,Wyoming,1,HepatitisB,576851.0,5.9
2023,Wyoming,1,HepatitisB,576851.0,5.9
2000,Alabama,10,HepatitisC,4447100.0,87.8
2001,Alabama,5,HepatitisC,4447100.0,87.8
2002,Alabama,11,HepatitisC,4447100.0,87.8
2003,Alabama,6,HepatitisC,4447100.0,87.8
2004,Alabama,5,HepatitisC,4447100.0,87.8
2005,Alabama,14,HepatitisC,4447100.0,87.8
2006,Alabama,11,HepatitisC,4447100.0,87.8
2007,Alabama,10,HepatitisC,4447100.0,87.8
2008,Alabama,13,HepatitisC,4447100.0,87.8
2009,Alabama,10,HepatitisC,4447100.0,87.8
2010,Alabama,7,HepatitisC,4779736.0,94.4
2011,Alabama,23,HepatitisC,4779736.0,94.4
2012,Alabama,24,HepatitisC,4779736.0,94.4
2013,Alabama,30,HepatitisC,4779736.0,94.4
2014,Alabama,35,HepatitisC,4779736.0,94.4
2015,Alabama,70,HepatitisC,4779736.0,94.4
2016,Alabama,32,HepatitisC,4779736.0,94.4
2017,Alabama,17,HepatitisC,4779736.0,94.4
2018,Alabama,52,HepatitisC,4779736.0,94.4
2019,Alabama,87,HepatitisC,4779736.0,94.4
2020,Alabama,49,HepatitisC,5024279.0,99.2
2021,Alabama,110,HepatitisC,5024279.0,99.2
2022,Alabama,53,HepatitisC,5024279.0,99.2
2023,Alabama,46,HepatitisC,5024279.0,99.2
2000,Alaska,1380,HepatitisC,626932.0,1.1
2001,Alaska,394,HepatitisC,626932.0,1.1
2002,Alaska,1249,HepatitisC,626932.0,1.1
2003,Alaska,214,HepatitisC,626932.0,1.1
2004,Alaska,77,HepatitisC,626932.0,1.1
2005,Alaska,53,HepatitisC,626932.0,1.1
2006,Alaska,104,HepatitisC,626932.0,1.1
2007,Alaska,1,HepatitisC,626932.0,1.1
2008,Alaska,101,HepatitisC,626932.0,1.1
2009,Alaska,14,HepatitisC,626932.0,1.1
2010,Alaska,93,HepatitisC,710231.0,1.2
2011,Alaska,167,HepatitisC,710231.0,1.2
2012,Alaska,417,HepatitisC,710231.0,1.2
2013,Alaska,457,HepatitisC,710231.0,1.2
2014,Alaska,500,HepatitisC,710231.0,1.2
2015,Alaska,6,HepatitisC,710231.0,1.2
2016,Alaska,195,HepatitisC,710231.0,1.2
2017,Alaska,699,HepatitisC,710231.0,1.2
2018,Alaska,534,HepatitisC,710231.0,1.2
2019,Alaska,7,HepatitisC,710231.0,1.2
2020,Alaska,1985,HepatitisC,733391.0,1.3
2021,Alaska,2075,HepatitisC,733391.0,1.3
2022,Alaska,1235,HepatitisC,733391.0,1.3
2023,Alaska,137,HepatitisC,733391.0,1.3
2000,Arizona,22,HepatitisC,5130632.0,45.2
2001,Arizona,9,HepatitisC,5130632.0,45.2
2002,Arizona,7,HepatitisC,5130632.0,45.2
2003,Arizona,7,HepatitisC,5130632.0,45.2
2004,Arizona,1,HepatitisC,5130632.0,45.2
2005,Arizona,2,HepatitisC,5130632.0,45.2
2006,Arizona,1,HepatitisC,5130632.0,45.2
2007,Arizona,6,HepatitisC,5130632.0,45.2
2008,Arizona,6,HepatitisC,5130632.0,45.2
2009,Arizona,2,HepatitisC,5130632.0,45.2
2010,Arizona,1,HepatitisC,6392017.0,56.3
2011,Arizona,3,HepatitisC,6392017.0,56.3
2012,Arizona,10,HepatitisC,6392017.0,56.3
2013,Arizona,16,HepatitisC,6392017.0,56.3
2014,Arizona,3,HepatitisC,6392017.0,56.3
2015,Arizona,1,HepatitisC,6392017.0,56.3
2016,Arizona,24,HepatitisC,6392017.0,56.3
2017,Arizona,10,HepatitisC,6392017.0,56.3
2018,Arizona,16,HepatitisC,6392017.0,56.3
2019,Arizona,43,HepatitisC,6392017.0,56.3
2020,Arizona,5,HepatitisC,7151502.0,62.9
2021,Arizona,41,HepatitisC,7151502.0,62.9
2022,Arizona,6,HepatitisC,7151502.0,62.9
2023,Arizona,22,HepatitisC,7151502.0,62.9
2000,Arkansas,12,HepatitisC,2673400.0,51.4
2001,Arkansas,15,HepatitisC,2673400.0,51.4
2002,Arkansas,12,HepatitisC,2673400.0,51.4
2003,Arkansas,3,HepatitisC,2673400.0,51.4
2004,Arkansas,3,HepatitisC,2673400.0,51.4
2005,Arkansas,1,HepatitisC,2673400.0,51.4
2006,Arkansas,1,HepatitisC,2673400.0,51.4
2007,Arkansas,2,HepatitisC,2673400.0,51.4
2008,Arkansas,1,HepatitisC,2673400.0,51.4
2009,Arkansas,2,HepatitisC,2673400.0,51.4
2010,Arkansas,1,HepatitisC,2915918.0,56.0
2011,Arkansas,0,HepatitisC,2915918.0,56.0
2012,Arkansas,5,HepatitisC,2915918.0,56.0
2013,Arkansas,30,HepatitisC,2915918.0,56.0
2014,Arkansas,13,HepatitisC,2915918.0,56.0
2015,Arkansas,2,HepatitisC,2915918.0,56.0
2016,Arkansas,0,HepatitisC,2915918.0,56.0
2017,Arkansas,1,HepatitisC,2915918.0,56.0
2018,Arkansas,10,HepatitisC,2915918.0,56.0
2019,Arkansas,58,HepatitisC,2915918.0,56.0
2020,Arkansas,65,HepatitisC,3011524.0,57.9
2021,Arkansas,44,HepatitisC,3011524.0,57.9
2022,Arkansas,27,HepatitisC,3011524.0,57.9
2023,Arkansas,20,HepatitisC,3011524.0,57.9
2000,California,118,HepatitisC,33871648.0,217.4
2001,California,97,HepatitisC,33871648.0,217.4
2002,California,74,HepatitisC,33871648.0,217.4
2003,California,34,HepatitisC,33871648.0,217.4
2004,California,32,HepatitisC,33871648.0,217.4
2005,California,28,HepatitisC,33871648.0,217.4
2006,California,25,HepatitisC,33871648.0,217.4
2007,California,72,HepatitisC,33871648.0,217.4
2008,California,30,HepatitisC,33871648.0,217.4
2009,California,43,HepatitisC,33871648.0,217.4
2010,California,32,HepatitisC,37253956.0,239.1
2011,California,48,HepatitisC,37253956.0,239.1
2012,California,63,HepatitisC,37253956.0,239.1
2013,California,72,HepatitisC,37253956.0,239.1
2014,California,73,HepatitisC,37253956.0,239.1
2015,California,59,HepatitisC,37253956.0,239.1
2016,California,60,HepatitisC,37253956.0,239.1
2017,California,103,HepatitisC,37253956.0,239.1
2018,California,114,HepatitisC,37253956.0,239.1
2019,California,200,HepatitisC,37253956.0,239.1
2020,California,59,HepatitisC,39538223.0,253.7
2021,California,100,HepatitisC,39538223.0,253.7
2022,California,159,HepatitisC,39538223.0,253.7
2023,California,231,HepatitisC,39538223.0,253.7
2000,Colorado,18,HepatitisC,4301261.0,41.5
2001,Colorado,11,HepatitisC,4301261.0,41.5
2002,Colorado,6,HepatitisC,4301261.0,41.5
2003,Colorado,14,HepatitisC,4301261.0,41.5
2004,Colorado,14,HepatitisC,4301261.0,41.5
2005,Colorado,21,HepatitisC,4301261.0,41.5
2006,Colorado,28,HepatitisC,4301261.0,41.5
2007,Colorado,20,HepatitisC,4301261.0,41.5
2008,Colorado,14,HepatitisC,4301261.0,41.5
2009,Colorado,28,HepatitisC,4301261.0,41.5
2010,Colorado,20,HepatitisC,5029196.0,48.5
2011,Colorado,28,HepatitisC,5029196.0,48.5
2012,Colorado,42,HepatitisC,5029196.0,48.5
2013,Colorado,21,HepatitisC,5029196.0,48.5
2014,Colorado,33,HepatitisC,5029196.0,48.5
2015,Colorado,40,HepatitisC,5029196.0,48.5
2016,Colorado,35,HepatitisC,5029196.0,48.5
2017,Colorado,42,HepatitisC,5029196.0,48.5
2018,Colorado,46,HepatitisC,5029196.0,48.5
2019,Colorado,45,HepatitisC,5029196.0,48.5
2020,Colorado,10,HepatitisC,5773714.0,55.7
2021,Colorado,3,HepatitisC,5773714.0,55.7
2022,Colorado,27,HepatitisC,5773714.0,55.7
2023,Colorado,25,HepatitisC,5773714.0,55.7
2000,Connecticut,0,HepatitisC,3405565.0,703.3
2001,Connecticut,0,HepatitisC,3405565.0,703.3
2002,Connecticut,0,HepatitisC,3405565.0,703.3
2003,Connecticut,0,HepatitisC,3405565.0,703.3
2004,Connecticut,2,HepatitisC,3405565.0,703.3
2005,Connecticut,10,HepatitisC,3405565.0,703.3
2006,Connecticut,14,HepatitisC,3405565.0,703.3
2007,Connecticut,20,HepatitisC,3405565.0,703.3
2008,Connecticut,19,HepatitisC,3405565.0,703.3
2009,Connecticut,53,HepatitisC,3405565.0,703.3
2010,Connecticut,37,HepatitisC,3574097.0,738.1
2011,Connecticut,47,HepatitisC,3574097.0,738.1
2012,Connecticut,34,HepatitisC,3574097.0,738.1
2013,Connecticut,27,HepatitisC,3574097.0,738.1
2014,Connecticut,0,HepatitisC,3574097.0,738.1
2015,Connecticut,0,HepatitisC,3574097.0,738.1
2016,Connecticut,17,HepatitisC,3574097.0,738.1
2017,Connecticut,9,HepatitisC,3574097.0,738.1
2018,Connecticut,10,HepatitisC,3574097.0,738.1
2019,Connecticut,7,HepatitisC,3574097.0,738.1
2020,Connecticut,12,HepatitisC,3605944.0,744.7
2021,Connecticut,36,HepatitisC,3605944.0,744.7
2022,Connecticut,14,HepatitisC,3605944.0,744.7
2023,Connecticut,4,HepatitisC,3605944.0,744.7
2000,Delaware,2,HepatitisC,783600.0,402.1
2001,Delaware,11,HepatitisC,783600.0,402.1
2002,Delaware,28,HepatitisC,783600.0,402.1
2003,Delaware,11,HepatitisC,783600.0,402.1
2004,Delaware,45,HepatitisC,783600.0,402.1
2005,Delaware,36,HepatitisC,783600.0,402.1
2006,Delaware,3,HepatitisC,783600.0,402.1
2007,Delaware,40,HepatitisC,783600.0,402.1
2008,Delaware,11,HepatitisC,783600.0,402.1
2009,Delaware,12,HepatitisC,783600.0,402.1
2010,Delaware,17,HepatitisC,897934.0,460.8
2011,Delaware,3,HepatitisC,897934.0,460.8
2012,Delaware,40,HepatitisC,897934.0,460.8
2013,Delaware,0,HepatitisC,897934.0,460.8
2014,Delaware,0,HepatitisC,897934.0,460.8
2015,Delaware,4,HepatitisC,897934.0,460.8
2016,Delaware,25,HepatitisC,897934.0,460.8
2017,Delaware,4,HepatitisC,897934.0,460.8
2018,Delaware,41,HepatitisC,897934.0,460.8
2019,Delaware,6,HepatitisC,897934.0,460.8
2020,Delaware,49,HepatitisC,989948.0,508.0
2021,Delaware,58,HepatitisC,989948.0,508.0
2022,Delaware,17,HepatitisC,989948.0,508.0
2023,Delaware,31,HepatitisC,989948.0,508.0
2000,District of Columbia,3,HepatitisC,572059.0,9370.6
2001,District of Columbia,4,HepatitisC,572059.0,9370.6
2002,District of Columbia,3,HepatitisC,572059.0,9370.6
2003,District of Columbia,8,HepatitisC,572059.0,9370.6
2004,District of Columbia,4,HepatitisC,572059.0,9370.6
2005,District of Columbia,1,HepatitisC,572059.0,9370.6
2006,District of Columbia,2,HepatitisC,572059.0,9370.6
2007,District of Columbia,6,HepatitisC,572059.0,9370.6
2008,District of Columbia,4,HepatitisC,572059.0,9370.6
2009,District of Columbia,1,HepatitisC,572059.0,9370.6
2010,District of Columbia,2,HepatitisC,601723.0,9856.5
2011,District of Columbia,3,HepatitisC,601723.0,9856.5
2012,District of Columbia,5,HepatitisC,601723.0,9856.5
2013,District of Columbia,0,HepatitisC,601723.0,9856.5
2014,District of Columbia,0,HepatitisC,601723.0,9856.5
2015,District of Columbia,3,HepatitisC,601723.0,9856.5
2016,District of Columbia,0,HepatitisC,601723.0,9856.5
2017,District of Columbia,8,HepatitisC,601723.0,9856.5
2018,District of Columbia,0,HepatitisC,601723.0,9856.5
2019,District of Columbia,12,HepatitisC,601723.0,9856.5
2020,District of Columbia,7,HepatitisC,689545.0,11280.0
2021,District of Columbia,22,HepatitisC,689545.0,11280.0
2022,District of Columbia,24,HepatitisC,689545.0,11280.0
2023,District of Columbia,35,HepatitisC,689545.0,11280.0
2000,Florida,54,HepatitisC,15982378.0,298.0
2001,Florida,60,HepatitisC,15982378.0,298.0
2002,Florida,84,HepatitisC,15982378.0,298.0
2003,Florida,73,HepatitisC,15982378.0,298.0
2004,Florida,28,HepatitisC,15982378.0,298.0
2005,Florida,18,HepatitisC,15982378.0,298.0
2006,Florida,54,HepatitisC,15982378.0,298.0
2007,Florida,16,HepatitisC,15982378.0,298.0
2008,Florida,32,HepatitisC,15982378.0,298.0
2009,Florida,53,HepatitisC,15982378.0,298.0
2010,Florida,56,HepatitisC,18801310.0,350.6
2011,Florida,64,HepatitisC,18801310.0,350.6
2012,Florida,107,HepatitisC,18801310.0,350.6
2013,Florida,134,HepatitisC,18801310.0,350.6
2014,Florida,93,HepatitisC,18801310.0,350.6
2015,Florida,126,HepatitisC,18801310.0,350.6
2016,Florida,236,HepatitisC,18801310.0,350.6
2017,Florida,357,HepatitisC,18801310.0,350.6
2018,Florida,435,HepatitisC,18801310.0,350.6
2019,Florida,616,HepatitisC,18801310.0,350.6
2020,Florida,1336,HepatitisC,21538187.0,401.4
2021,Florida,1545,HepatitisC,21538187.0,401.4
2022,Florida,1463,HepatitisC,21538187.0,401.4
2023,Florida,1435,HepatitisC,21538187.0,401.4
2000,Georgia,4,HepatitisC,8186453.0,142.3
2001,Georgia,53,HepatitisC,8186453.0,142.3
2002,Georgia,64,HepatitisC,8186453.0,142.3
2003,Georgia,13,HepatitisC,8186453.0,142.3
2004,Georgia,17,HepatitisC,8186453.0,142.3
2005,Georgia,9,HepatitisC,8186453.0,142.3
2006,Georgia,8,HepatitisC,8186453.0,142.3
2007,Georgia,18,HepatitisC,8186453.0,142.3
2008,Georgia,16,HepatitisC,8186453.0,142.3
2009,Georgia,31,HepatitisC,8186453.0,142.3
2010,Georgia,32,HepatitisC,9687653.0,168.4
2011,Georgia,53,HepatitisC,9687653.0,168.4
2012,Georgia,82,HepatitisC,9687653.0,168.4
2013,Georgia,48,HepatitisC,9687653.0,168.4
2014,Georgia,57,HepatitisC,9687653.0,168.4
2015,Georgia,84,HepatitisC,9687653.0,168.4
2016,Georgia,93,HepatitisC,9687653.0,168.4
2017,Georgia,100,HepatitisC,9687653.0,168.4
2018,Georgia,84,HepatitisC,9687653.0,168.4
2019,Georgia,61,HepatitisC,9687653.0,168.4
2020,Georgia,138,HepatitisC,10711908.0,185.6
2021,Georgia,114,HepatitisC,10711908.0,185.6
2022,Georgia,105,HepatitisC,10711908.0,185.6
2023,Georgia,77,HepatitisC,10711908.0,185.6
2000,Hawaii,2,HepatitisC,1211537.0,188.6
2001,Hawaii,4,HepatitisC,1211537.0,188.6
2002,Hawaii,1,HepatitisC,1211537.0,188.6
2003,Hawaii,4,HepatitisC,1211537.0,188.6
2004,Hawaii,2,HepatitisC,1211537.0,188.6
2005,Hawaii,1,HepatitisC,1211537.0,188.6
2006,Hawaii,6,HepatitisC,1211537.0,188.6
2007,Hawaii,7,HepatitisC,1211537.0,188.6
2008,Hawaii,4,HepatitisC,1211537.0,188.6
2009,Hawaii,3,HepatitisC,1211537.0,188.6
2010,Hawaii,0,HepatitisC,1360301.0,211.8
2011,Hawaii,2,HepatitisC,1360301.0,211.8
2012,Hawaii,0,HepatitisC,1360301.0,211.8
2013,Hawaii,0,HepatitisC,1360301.0,211.8
2014,Hawaii,0,HepatitisC,1360301.0,211.8
2015,Hawaii,0,HepatitisC,1360301.0,211.8
2016,Hawaii,0,HepatitisC,1360301.0,211.8
2017,Hawaii,3,HepatitisC,1360301.0,211.8
2018,Hawaii,0,HepatitisC,1360301.0,211.8
2019,Hawaii,7,HepatitisC,1360301.0,211.8
2020,Hawaii,18,HepatitisC,1455271.0,226.6
2021,Hawaii,19,HepatitisC,1455271.0,226.6
2022,Hawaii,34,HepatitisC,1455271.0,226.6
2023,Hawaii,14,HepatitisC,1455271.0,226.6
2000,Idaho,3,HepatitisC,1293953.0,15.7
2001,Idaho,2,HepatitisC,1293953.0,15.7
